key,response,group,num_options
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,b,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,b,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,b,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2a_W41,c,no middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,a,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,a,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
HAPPEN2b_W41,c,middle alpha,5
HAPPEN2b_W41,b,middle alpha,5
