key,response,group,num_options
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,orig alpha,2
ELDCARE_W41,a,orig alpha,2
ELDCARE_W41,b,pos alpha,2
ELDCARE_W41,b,pos alpha,2
ELDCARE_W41,a,pos alpha,2
ELDCARE_W41,a,pos alpha,2
